ID_VENTE,ID_ARTICLE,ID_CLIENT,ID_ESTABLISSEMENT,LIBELLE_VENTE,PRIX_VENTE,DEVISE_VENTE,DATE_VENTE
4632,MC7997            004003         X,SC000027,206,Bottine 1900  Pointure 38  Coloris Noir,88.5,EUR,09-02-2010 14:41
4633,MC7997            00400F         X,SC000027,206,Bottine 1900  Pointure 38  Coloris Marron,88.5,EUR,09-02-2011 20:56
4634,MC7997            005003         X,SC000027,206,Bottine 1900  Pointure 39  Coloris Noir,88.5,EUR,23-10-2013 09:52
4635,MC7997            00500F         X,SC000027,206,Bottine 1900  Pointure 39  Coloris Marron,88.5,EUR,29-06-2009 00:39
4636,MC7997            006003         X,SC000027,206,Bottine 1900  Pointure 40  Coloris Noir,88.5,EUR,07-12-2007 08:49
4637,MC7997            00600F         X,SC000027,206,Bottine 1900  Pointure 40  Coloris Marron,88.5,EUR,29-04-2010 16:28
4638,MC7997            007003         X,SC000027,206,Bottine 1900  Pointure 41  Coloris Noir,44.25,EUR,25-08-2007 07:22
4639,MC7997            00700F         X,SC000027,206,Bottine 1900  Pointure 41  Coloris Marron,88.5,EUR,24-05-2016 15:30
4642,MCB007            00200C         X,SC000031,206,Baskets Cougar  Pointure 36  Coloris Violet,27.51,EUR,17-10-2011 14:18
4643,MCB007            00200I         X,SC000031,206,Baskets Cougar  Pointure 36  Coloris Vert,27.51,EUR,29-05-2017 07:25
4644,MCB007            00300C         X,SC000031,206,Baskets Cougar  Pointure 37  Coloris Violet,27.51,EUR,11-08-2013 16:46
4645,MCB007            00300I         X,SC000031,206,Baskets Cougar  Pointure 37  Coloris Vert,27.51,EUR,13-01-2016 12:50
4646,MCB007            00400C         X,SC000031,206,Baskets Cougar  Pointure 38  Coloris Violet,27.51,EUR,30-10-2007 15:57
4647,MCB007            00400I         X,SC000031,206,Baskets Cougar  Pointure 38  Coloris Vert,27.51,EUR,01-07-2019 21:02
4648,MCB007            00500C         X,SC000031,206,Baskets Cougar  Pointure 39  Coloris Violet,27.51,EUR,16-02-2008 20:13
4649,MCB007            00500I         X,SC000031,206,Baskets Cougar  Pointure 39  Coloris Vert,27.51,EUR,31-07-2010 03:59
4650,MCB007            00600I         X,SC000031,206,Baskets Cougar  Pointure 40  Coloris Vert,27.51,EUR,16-04-2007 21:36
4651,MCB007            00700C         X,SC000031,206,Baskets Cougar  Pointure 41  Coloris Violet,27.51,EUR,26-12-2011 18:28
4652,MCB007            00700I         X,SC000031,206,Baskets Cougar  Pointure 41  Coloris Vert,27.51,EUR,06-06-2007 08:26
4654,J7898M                           X,SC000033,206,Montre Lina Pink,57.41,EUR,02-03-2013 21:14
4655,JG3174                           X,SC000033,206,Montre Scubaland,148.3,EUR,07-10-2013 13:30
4658,HLM001            001            X,SC000036,206,Matelas Sleepwell Latex  Dimensions 090x190,256.54,EUR,16-09-2007 05:55
4659,HLM001            002            X,SC000036,206,Matelas Sleepwell Latex  Dimensions 140x190,316.34,EUR,09-04-2015 18:49
4660,HLM001            003            X,SC000036,206,Matelas Sleepwell Latex  Dimensions 160x200,406.04,EUR,20-11-2016 18:50
4661,HLM001            00D            X,SC000036,206,Matelas Sleepwell Latex  Dimensions 070x190,178.8,EUR,04-11-2019 18:03
4662,HLM001            00E            X,SC000036,206,Matelas Sleepwell Latex  Dimensions 120x190,274.48,EUR,11-10-2011 13:25
4664,HLS254            001            X,SC000036,206,Sommier Tapissier ?ÿ Lattes  Dimensions 090x190,136.94,EUR,05-04-2010 08:02
4665,HLS254            002            X,SC000036,206,Sommier Tapissier ?ÿ Lattes  Dimensions 140x190,166.84,EUR,09-12-2015 01:50
4666,HLS254            003            X,SC000036,206,Sommier Tapissier ?ÿ Lattes  Dimensions 160x200,214.68,EUR,09-11-2016 18:12
4667,HLS254            00D            X,SC000036,206,Sommier Tapissier ?ÿ Lattes  Dimensions 070x190,107.04,EUR,07-04-2018 02:25
4668,HLS254            00E            X,SC000036,206,Sommier Tapissier ?ÿ Lattes  Dimensions 120x190,154.88,EUR,09-01-2014 11:28
4671,C19331            003            X,SC000037,206,L'Eau Senta Vaporisateur  Contenance 050 ml,33.49,EUR,21-11-2008 17:59
4672,C19331            006            X,SC000037,206,L'Eau Senta Vaporisateur  Contenance 100 ml,26.31,EUR,26-10-2016 21:03
4673,C29331                           X,SC000037,206,Savon Senta 200 g,7.18,EUR,26-06-2011 08:48
4675,J0222G                           X,SC000038,206,Bracelet 2 Ors,160.26,EUR,05-05-2017 15:07
4677,J76GO6            001            X,SC000038,206,Bague Or Blanc  Taille 52,86.11,EUR,05-01-2018 04:04
4678,J76GO6            002            X,SC000038,206,Bague Or Blanc  Taille 54,90.9,EUR,10-09-2010 06:07
4679,J76GO6            003            X,SC000038,206,Bague Or Blanc  Taille 56,100.46,EUR,18-05-2018 22:12
4680,J76GO6            004            X,SC000038,206,Bague Or Blanc  Taille 58,105.25,EUR,27-12-2019 10:32
4681,J76GO6            005            X,SC000038,206,Bague Or Blanc  Taille 60,110.03,EUR,12-09-2012 04:08
4682,J76GO6            006            X,SC000038,206,Bague Or Blanc  Taille 62,114.82,EUR,03-04-2007 11:42
4684,C23323                           X,SC000039,206,Lait Corporel Hydratant 250 ml,8.37,EUR,08-12-2008 17:57
4685,CAD3765                          X,SC000039,206,Shampooing Ice Shine 250 ml,4.78,EUR,25-06-2007 04:05
4688,M09817            001007         X,SC000017,303,Echarpe M??ribel  Taille TU  Coloris Gris fonc??,9.57,EUR,05-12-2011 04:42
4689,M09817            00100A         X,SC000017,303,Echarpe M??ribel  Taille TU  Coloris Fuchsia,9.57,EUR,24-02-2008 06:03
4690,M09817            00100Q         X,SC000017,303,Echarpe M??ribel  Taille TU  Coloris Taupe,9.57,EUR,08-02-2019 13:03
4693,H9NHI4            002001         X,SC000020,303,Peignoir ?ÿ Capuche  Taille XS  Coloris Blanc,28.7,EUR,09-11-2010 13:32
4694,H9NHI4            002004         X,SC000020,303,Peignoir ?ÿ Capuche  Taille XS  Coloris Marine,28.7,EUR,09-01-2010 14:55
4695,H9NHI4            003001         X,SC000020,303,Peignoir ?ÿ Capuche  Taille S  Coloris Blanc,28.7,EUR,09-05-2013 03:31
4696,H9NHI4            003004         X,SC000020,303,Peignoir ?ÿ Capuche  Taille S  Coloris Marine,28.7,EUR,04-08-2008 04:43
4697,H9NHI4            004004         X,SC000020,303,Peignoir ?ÿ Capuche  Taille M  Coloris Marine,28.7,EUR,19-12-2017 20:03
4698,H9NHI4            005001         X,SC000020,303,Peignoir ?ÿ Capuche  Taille L  Coloris Blanc,28.7,EUR,21-06-2009 12:25
4699,H9NHI4            005004         X,SC000020,303,Peignoir ?ÿ Capuche  Taille L  Coloris Marine,28.7,EUR,19-05-2015 14:31
4700,H9NHI4            006001         X,SC000020,303,Peignoir ?ÿ Capuche  Taille XL  Coloris Blanc,28.7,EUR,08-09-2010 09:37
4701,H9NHI4            006004         X,SC000020,303,Peignoir ?ÿ Capuche  Taille XL  Coloris Marine,28.7,EUR,04-10-2013 01:38
4704,HB4B54            001001         X,SC000022,303,Serviette de Toilette Blason  Taille TU  Coloris Blanc,5.86,EUR,15-02-2011 08:35
4705,HB4B54            001004         X,SC000022,303,Serviette de Toilette Blason  Taille TU  Coloris Marine,5.86,EUR,29-07-2010 15:31
4707,HB4G55            001004         X,SC000022,303,Gant de Toilette Blason  Taille TU  Coloris Marine,4.52,EUR,17-12-2013 23:37
4709,HC5888            00100L         X,SC000022,303,Couverture Mohair Chin??e  Taille 150x150  Coloris Ecru,165.05,EUR,16-12-2015 04:52
4712,HP0991            00400L         X,SC000026,303,Plaid Uni  Taille 130x170  Coloris Ecru,66.74,EUR,12-07-2008 17:01
4713,HP0991            00400R         X,SC000026,303,Plaid Uni  Taille 130x170  Coloris Safran,66.74,EUR,03-05-2008 14:49
4714,HP0991            00400U         X,SC000026,303,Plaid Uni  Taille 130x170  Coloris Anis,66.74,EUR,08-07-2016 12:16
4715,HP0991            00500R         X,SC000026,303,Plaid Uni  Taille 180x260  Coloris Safran,107.4,EUR,03-12-2012 05:03
4716,HP0991            00500S         X,SC000026,303,Plaid Uni  Taille 180x260  Coloris Framboise,107.4,EUR,06-04-2014 03:05
4717,HP0991            00500U         X,SC000026,303,Plaid Uni  Taille 180x260  Coloris Anis,107.4,EUR,17-09-2014 21:07
4719,HT0664            00D001         X,SC000026,303,Tapis Indo Gabbeh B  Dimensions 090x060  Couleur Chin?? noir/gris,81.33,EUR,10-04-2015 11:12
4720,HT0664            00D002         X,SC000026,303,Tapis Indo Gabbeh B  Dimensions 090x060  Couleur Chrin?? bleu/gris,81.33,EUR,22-10-2013 04:38
4722,J7898M                           X,SC000033,303,Montre Lina Pink,57.41,EUR,16-03-2019 01:14
4724,HNC761                           X,SC000035,303,M??nag??re 24 pi??ces Inox,50.23,EUR,05-12-2010 18:51
4727,HLM001            001            X,SC000036,303,Matelas Sleepwell Latex  Dimensions 090x190,256.54,EUR,11-01-2017 21:49
4728,HLM001            002            X,SC000036,303,Matelas Sleepwell Latex  Dimensions 140x190,316.34,EUR,20-10-2009 22:39
4729,HLM001            003            X,SC000036,303,Matelas Sleepwell Latex  Dimensions 160x200,406.04,EUR,09-11-2013 08:22
4730,HLM001            00D            X,SC000036,303,Matelas Sleepwell Latex  Dimensions 070x190,178.8,EUR,07-03-2014 18:54
4731,HLM001            00E            X,SC000036,303,Matelas Sleepwell Latex  Dimensions 120x190,274.48,EUR,21-12-2014 18:17
4733,HLS254            001            X,SC000036,303,Sommier Tapissier ?ÿ Lattes  Dimensions 090x190,136.94,EUR,13-03-2009 01:50
4734,HLS254            002            X,SC000036,303,Sommier Tapissier ?ÿ Lattes  Dimensions 140x190,166.84,EUR,14-04-2015 14:27
4735,HLS254            003            X,SC000036,303,Sommier Tapissier ?ÿ Lattes  Dimensions 160x200,214.68,EUR,02-07-2019 08:56
4736,HLS254            00D            X,SC000036,303,Sommier Tapissier ?ÿ Lattes  Dimensions 070x190,107.04,EUR,28-07-2015 22:13
4737,HLS254            00E            X,SC000036,303,Sommier Tapissier ?ÿ Lattes  Dimensions 120x190,154.88,EUR,11-12-2011 17:48
4740,C19331            003            X,SC000037,303,L'Eau Senta Vaporisateur  Contenance 050 ml,33.49,EUR,23-03-2020 20:36
4742,J0222G                           X,SC000038,303,Bracelet 2 Ors,160.26,EUR,25-01-2013 07:35
4744,J76GO6            001            X,SC000038,303,Bague Or Blanc  Taille 52,86.11,EUR,21-05-2010 16:01
4745,J76GO6            002            X,SC000038,303,Bague Or Blanc  Taille 54,90.9,EUR,26-09-2013 08:08
4746,J76GO6            003            X,SC000038,303,Bague Or Blanc  Taille 56,100.46,EUR,15-09-2007 23:28
4747,J76GO6            004            X,SC000038,303,Bague Or Blanc  Taille 58,105.25,EUR,26-01-2012 20:37
4748,J76GO6            005            X,SC000038,303,Bague Or Blanc  Taille 60,110.03,EUR,26-02-2018 06:31
4749,J76GO6            006            X,SC000038,303,Bague Or Blanc  Taille 62,114.82,EUR,17-11-2016 06:35
4752,H9NHI4            002004         X,SC000020,403,Peignoir ?ÿ Capuche  Taille XS  Coloris Marine,28.7,EUR,23-04-2012 14:47
4755,HC5888            00100L         X,SC000022,403,Couverture Mohair Chin??e  Taille 150x150  Coloris Ecru,165.05,EUR,07-05-2015 07:41
4758,HLM001            001            X,SC000036,403,Matelas Sleepwell Latex  Dimensions 090x190,256.54,EUR,18-02-2015 21:58
4759,HLM001            002            X,SC000036,403,Matelas Sleepwell Latex  Dimensions 140x190,316.34,EUR,01-10-2009 17:03
4760,HLM001            003            X,SC000036,403,Matelas Sleepwell Latex  Dimensions 160x200,406.04,EUR,14-05-2015 13:40
4761,HLM001            00D            X,SC000036,403,Matelas Sleepwell Latex  Dimensions 070x190,178.8,EUR,19-05-2011 07:59
4763,HLS254            002            X,SC000036,403,Sommier Tapissier ?ÿ Lattes  Dimensions 140x190,83.42,EUR,16-07-2014 01:48
4764,HLS254            003            X,SC000036,403,Sommier Tapissier ?ÿ Lattes  Dimensions 160x200,214.68,EUR,09-03-2013 14:28
4765,HLS254            00D            X,SC000036,403,Sommier Tapissier ?ÿ Lattes  Dimensions 070x190,53.52,EUR,22-12-2016 22:54
4768,M09817            001007         X,SC000017,405,Echarpe M??ribel  Taille TU  Coloris Gris fonc??,9.57,EUR,23-04-2009 17:56
4769,M09817            00100A         X,SC000017,405,Echarpe M??ribel  Taille TU  Coloris Fuchsia,9.57,EUR,28-12-2015 23:10
4770,M09817            00100Q         X,SC000017,405,Echarpe M??ribel  Taille TU  Coloris Taupe,9.57,EUR,10-05-2019 13:59
4773,H9NHI4            002001         X,SC000020,405,Peignoir ?ÿ Capuche  Taille XS  Coloris Blanc,28.7,EUR,13-06-2009 10:51
4774,H9NHI4            002004         X,SC000020,405,Peignoir ?ÿ Capuche  Taille XS  Coloris Marine,28.7,EUR,14-01-2011 23:51
4775,H9NHI4            003001         X,SC000020,405,Peignoir ?ÿ Capuche  Taille S  Coloris Blanc,28.7,EUR,12-09-2011 22:21
4776,H9NHI4            003004         X,SC000020,405,Peignoir ?ÿ Capuche  Taille S  Coloris Marine,28.7,EUR,04-12-2017 15:13
4777,H9NHI4            004004         X,SC000020,405,Peignoir ?ÿ Capuche  Taille M  Coloris Marine,28.7,EUR,17-02-2017 22:10
4778,H9NHI4            005001         X,SC000020,405,Peignoir ?ÿ Capuche  Taille L  Coloris Blanc,28.7,EUR,19-02-2020 15:34
4779,H9NHI4            005004         X,SC000020,405,Peignoir ?ÿ Capuche  Taille L  Coloris Marine,28.7,EUR,29-11-2010 01:03
4780,H9NHI4            006001         X,SC000020,405,Peignoir ?ÿ Capuche  Taille XL  Coloris Blanc,28.7,EUR,24-12-2013 19:02
4781,H9NHI4            006004         X,SC000020,405,Peignoir ?ÿ Capuche  Taille XL  Coloris Marine,28.7,EUR,02-05-2008 05:52
4784,HB4B54            001001         X,SC000022,405,Serviette de Toilette Blason  Taille TU  Coloris Blanc,5.86,EUR,06-07-2015 02:12
4785,HB4B54            001004         X,SC000022,405,Serviette de Toilette Blason  Taille TU  Coloris Marine,5.86,EUR,19-01-2020 16:58
4787,HB4G55            001004         X,SC000022,405,Gant de Toilette Blason  Taille TU  Coloris Marine,4.52,EUR,30-03-2020 22:12
4789,HC5888            00100L         X,SC000022,405,Couverture Mohair Chin??e  Taille 150x150  Coloris Ecru,165.05,EUR,09-06-2007 20:52
4792,HP0991            00400L         X,SC000026,405,Plaid Uni  Taille 130x170  Coloris Ecru,66.74,EUR,11-07-2008 10:50
4793,HP0991            00400R         X,SC000026,405,Plaid Uni  Taille 130x170  Coloris Safran,66.74,EUR,22-08-2011 05:34
4794,HP0991            00400U         X,SC000026,405,Plaid Uni  Taille 130x170  Coloris Anis,66.74,EUR,10-10-2011 19:18
4795,HP0991            00500R         X,SC000026,405,Plaid Uni  Taille 180x260  Coloris Safran,107.4,EUR,28-02-2007 12:16
4796,HP0991            00500S         X,SC000026,405,Plaid Uni  Taille 180x260  Coloris Framboise,107.4,EUR,19-10-2010 03:12
4797,HP0991            00500U         X,SC000026,405,Plaid Uni  Taille 180x260  Coloris Anis,107.4,EUR,05-01-2012 22:23
4799,HT0664            00D001         X,SC000026,405,Tapis Indo Gabbeh B  Dimensions 090x060  Couleur Chin?? noir/gris,81.33,EUR,30-03-2010 15:20
4800,HT0664            00D002         X,SC000026,405,Tapis Indo Gabbeh B  Dimensions 090x060  Couleur Chrin?? bleu/gris,81.33,EUR,10-04-2016 03:03
4802,J7898M                           X,SC000033,405,Montre Lina Pink,57.41,EUR,18-10-2016 02:52
4804,HNC761                           X,SC000035,405,M??nag??re 24 pi??ces Inox,50.23,EUR,30-05-2017 03:53
4807,HLM001            001            X,SC000036,405,Matelas Sleepwell Latex  Dimensions 090x190,256.54,EUR,27-05-2015 21:08
4808,HLM001            002            X,SC000036,405,Matelas Sleepwell Latex  Dimensions 140x190,316.34,EUR,01-12-2018 00:46
4809,HLM001            003            X,SC000036,405,Matelas Sleepwell Latex  Dimensions 160x200,406.04,EUR,18-08-2015 23:52
4810,HLM001            00D            X,SC000036,405,Matelas Sleepwell Latex  Dimensions 070x190,178.8,EUR,27-03-2009 13:59
4811,HLM001            00E            X,SC000036,405,Matelas Sleepwell Latex  Dimensions 120x190,274.48,EUR,06-08-2007 20:17
4813,HLS254            001            X,SC000036,405,Sommier Tapissier ?ÿ Lattes  Dimensions 090x190,136.94,EUR,05-10-2009 09:00
4814,HLS254            002            X,SC000036,405,Sommier Tapissier ?ÿ Lattes  Dimensions 140x190,166.84,EUR,16-08-2009 09:14
4815,HLS254            003            X,SC000036,405,Sommier Tapissier ?ÿ Lattes  Dimensions 160x200,214.68,EUR,20-10-2010 22:50
4816,HLS254            00D            X,SC000036,405,Sommier Tapissier ?ÿ Lattes  Dimensions 070x190,107.04,EUR,22-10-2010 06:45
4817,HLS254            00E            X,SC000036,405,Sommier Tapissier ?ÿ Lattes  Dimensions 120x190,154.88,EUR,04-10-2016 20:22
4820,C19331            003            X,SC000037,405,L'Eau Senta Vaporisateur  Contenance 050 ml,33.49,EUR,26-09-2018 02:08
4821,C29331                           X,SC000037,405,Savon Senta 200 g,7.18,EUR,18-12-2017 19:22
4823,J0222G                           X,SC000038,405,Bracelet 2 Ors,160.26,EUR,08-10-2014 09:26
4825,J76GO6            001            X,SC000038,405,Bague Or Blanc  Taille 52,86.11,EUR,04-11-2007 12:00
4826,J76GO6            002            X,SC000038,405,Bague Or Blanc  Taille 54,90.9,EUR,01-07-2014 00:32
4827,J76GO6            003            X,SC000038,405,Bague Or Blanc  Taille 56,100.46,EUR,20-04-2010 11:09
4828,J76GO6            004            X,SC000038,405,Bague Or Blanc  Taille 58,105.25,EUR,01-09-2009 20:10
4829,J76GO6            005            X,SC000038,405,Bague Or Blanc  Taille 60,110.03,EUR,17-06-2010 11:07
4830,J76GO6            006            X,SC000038,405,Bague Or Blanc  Taille 62,114.82,EUR,06-07-2015 05:46
4832,CAD3765                          X,SC000039,405,Shampooing Ice Shine 250 ml,4.78,EUR,03-11-2014 18:31
4835,M09817            001007         X,SC000017,404,Echarpe M??ribel  Taille TU  Coloris Gris fonc??,9.57,EUR,03-06-2017 09:50
4836,M09817            00100A         X,SC000017,404,Echarpe M??ribel  Taille TU  Coloris Fuchsia,9.57,EUR,14-08-2007 02:25
4837,M09817            00100Q         X,SC000017,404,Echarpe M??ribel  Taille TU  Coloris Taupe,9.57,EUR,12-04-2017 19:11
4840,H9NHI4            002001         X,SC000020,404,Peignoir ?ÿ Capuche  Taille XS  Coloris Blanc,28.7,EUR,25-12-2012 19:10
4841,H9NHI4            002004         X,SC000020,404,Peignoir ?ÿ Capuche  Taille XS  Coloris Marine,28.7,EUR,14-08-2015 17:39
4842,H9NHI4            003001         X,SC000020,404,Peignoir ?ÿ Capuche  Taille S  Coloris Blanc,28.7,EUR,29-03-2017 01:10
4843,H9NHI4            003004         X,SC000020,404,Peignoir ?ÿ Capuche  Taille S  Coloris Marine,28.7,EUR,27-06-2010 11:30
4844,H9NHI4            004004         X,SC000020,404,Peignoir ?ÿ Capuche  Taille M  Coloris Marine,28.7,EUR,26-05-2019 22:45
4845,H9NHI4            005001         X,SC000020,404,Peignoir ?ÿ Capuche  Taille L  Coloris Blanc,28.7,EUR,15-09-2012 22:51
4846,H9NHI4            005004         X,SC000020,404,Peignoir ?ÿ Capuche  Taille L  Coloris Marine,28.7,EUR,23-09-2019 10:31
4847,H9NHI4            006001         X,SC000020,404,Peignoir ?ÿ Capuche  Taille XL  Coloris Blanc,28.7,EUR,08-05-2016 04:02
4848,H9NHI4            006004         X,SC000020,404,Peignoir ?ÿ Capuche  Taille XL  Coloris Marine,28.7,EUR,22-09-2008 21:20
4851,HB4B54            001001         X,SC000022,404,Serviette de Toilette Blason  Taille TU  Coloris Blanc,5.86,EUR,29-10-2013 13:37
4852,HB4B54            001004         X,SC000022,404,Serviette de Toilette Blason  Taille TU  Coloris Marine,5.86,EUR,07-10-2018 08:14
4854,HB4G55            001004         X,SC000022,404,Gant de Toilette Blason  Taille TU  Coloris Marine,4.52,EUR,04-12-2013 07:46
4856,HC5888            00100L         X,SC000022,404,Couverture Mohair Chin??e  Taille 150x150  Coloris Ecru,165.05,EUR,15-12-2010 05:26
4859,HP0991            00400L         X,SC000026,404,Plaid Uni  Taille 130x170  Coloris Ecru,66.74,EUR,27-05-2018 11:01
4860,HP0991            00400R         X,SC000026,404,Plaid Uni  Taille 130x170  Coloris Safran,66.74,EUR,15-10-2015 16:45
4861,HP0991            00400U         X,SC000026,404,Plaid Uni  Taille 130x170  Coloris Anis,66.74,EUR,26-11-2015 10:12
4862,HP0991            00500R         X,SC000026,404,Plaid Uni  Taille 180x260  Coloris Safran,107.4,EUR,01-06-2009 14:32
4863,HP0991            00500S         X,SC000026,404,Plaid Uni  Taille 180x260  Coloris Framboise,107.4,EUR,24-09-2009 09:36
4864,HP0991            00500U         X,SC000026,404,Plaid Uni  Taille 180x260  Coloris Anis,107.4,EUR,12-10-2009 19:12
4866,HT0664            00D001         X,SC000026,404,Tapis Indo Gabbeh B  Dimensions 090x060  Couleur Chin?? noir/gris,81.33,EUR,18-10-2017 11:52
4867,HT0664            00D002         X,SC000026,404,Tapis Indo Gabbeh B  Dimensions 090x060  Couleur Chrin?? bleu/gris,81.33,EUR,06-01-2016 00:58
4869,J7898M                           X,SC000033,404,Montre Lina Pink,57.41,EUR,22-01-2020 23:44
4871,HNC761                           X,SC000035,404,M??nag??re 24 pi??ces Inox,50.23,EUR,16-05-2008 04:05
4874,HLM001            001            X,SC000036,404,Matelas Sleepwell Latex  Dimensions 090x190,256.54,EUR,22-12-2015 09:08
4875,HLM001            002            X,SC000036,404,Matelas Sleepwell Latex  Dimensions 140x190,316.34,EUR,25-11-2018 14:49
4876,HLM001            003            X,SC000036,404,Matelas Sleepwell Latex  Dimensions 160x200,406.04,EUR,04-05-2008 18:10
4877,HLM001            00D            X,SC000036,404,Matelas Sleepwell Latex  Dimensions 070x190,178.8,EUR,05-03-2020 17:55
4878,HLM001            00E            X,SC000036,404,Matelas Sleepwell Latex  Dimensions 120x190,274.48,EUR,20-04-2009 09:06
4880,HLS254            001            X,SC000036,404,Sommier Tapissier ?ÿ Lattes  Dimensions 090x190,136.94,EUR,16-07-2010 14:59
4881,HLS254            002            X,SC000036,404,Sommier Tapissier ?ÿ Lattes  Dimensions 140x190,166.84,EUR,04-07-2011 00:34
4882,HLS254            003            X,SC000036,404,Sommier Tapissier ?ÿ Lattes  Dimensions 160x200,214.68,EUR,11-08-2012 09:33
4883,HLS254            00D            X,SC000036,404,Sommier Tapissier ?ÿ Lattes  Dimensions 070x190,107.04,EUR,02-06-2013 05:48
4884,HLS254            00E            X,SC000036,404,Sommier Tapissier ?ÿ Lattes  Dimensions 120x190,154.88,EUR,13-01-2007 19:17
4887,C19331            003            X,SC000037,404,L'Eau Senta Vaporisateur  Contenance 050 ml,33.49,EUR,04-04-2017 09:35
4888,C29331                           X,SC000037,404,Savon Senta 200 g,7.18,EUR,30-12-2018 08:34
4890,J0222G                           X,SC000038,404,Bracelet 2 Ors,160.26,EUR,07-11-2017 22:42
4892,J76GO6            001            X,SC000038,404,Bague Or Blanc  Taille 52,86.11,EUR,08-12-2012 02:26
4893,J76GO6            002            X,SC000038,404,Bague Or Blanc  Taille 54,90.9,EUR,10-08-2008 15:42
4894,J76GO6            003            X,SC000038,404,Bague Or Blanc  Taille 56,100.46,EUR,11-04-2015 12:19
4895,J76GO6            004            X,SC000038,404,Bague Or Blanc  Taille 58,105.25,EUR,09-11-2011 17:21
4896,J76GO6            005            X,SC000038,404,Bague Or Blanc  Taille 60,110.03,EUR,11-10-2014 02:45
4897,J76GO6            006            X,SC000038,404,Bague Or Blanc  Taille 62,114.82,EUR,31-12-2007 16:26
4899,CAD3765                          X,SC000039,404,Shampooing Ice Shine 250 ml,4.78,EUR,28-08-2011 09:42
4902,M09817            001007         X,SC000017,406,Echarpe M??ribel  Taille TU  Coloris Gris fonc??,9.57,EUR,13-01-2011 13:42
4903,M09817            00100A         X,SC000017,406,Echarpe M??ribel  Taille TU  Coloris Fuchsia,9.57,EUR,02-06-2014 20:35
4904,M09817            00100Q         X,SC000017,406,Echarpe M??ribel  Taille TU  Coloris Taupe,9.57,EUR,24-06-2014 22:31
4907,H9NHI4            002001         X,SC000020,406,Peignoir ?ÿ Capuche  Taille XS  Coloris Blanc,28.7,EUR,13-03-2007 05:46
4908,H9NHI4            002004         X,SC000020,406,Peignoir ?ÿ Capuche  Taille XS  Coloris Marine,28.7,EUR,11-02-2018 02:36
4909,H9NHI4            003001         X,SC000020,406,Peignoir ?ÿ Capuche  Taille S  Coloris Blanc,28.7,EUR,10-01-2011 06:00
4910,H9NHI4            003004         X,SC000020,406,Peignoir ?ÿ Capuche  Taille S  Coloris Marine,28.7,EUR,23-04-2018 07:00
4911,H9NHI4            004004         X,SC000020,406,Peignoir ?ÿ Capuche  Taille M  Coloris Marine,28.7,EUR,02-11-2012 02:28
4912,H9NHI4            005001         X,SC000020,406,Peignoir ?ÿ Capuche  Taille L  Coloris Blanc,28.7,EUR,03-12-2018 17:39
4913,H9NHI4            005004         X,SC000020,406,Peignoir ?ÿ Capuche  Taille L  Coloris Marine,28.7,EUR,28-07-2007 10:34
4914,H9NHI4            006001         X,SC000020,406,Peignoir ?ÿ Capuche  Taille XL  Coloris Blanc,28.7,EUR,10-10-2014 02:38
4915,H9NHI4            006004         X,SC000020,406,Peignoir ?ÿ Capuche  Taille XL  Coloris Marine,28.7,EUR,15-05-2014 08:35
4918,HB4B54            001001         X,SC000022,406,Serviette de Toilette Blason  Taille TU  Coloris Blanc,5.86,EUR,18-05-2017 16:09
4919,HB4B54            001004         X,SC000022,406,Serviette de Toilette Blason  Taille TU  Coloris Marine,5.86,EUR,04-02-2019 20:03
4921,HB4G55            001004         X,SC000022,406,Gant de Toilette Blason  Taille TU  Coloris Marine,4.52,EUR,07-08-2011 02:09
4923,HC5888            00100L         X,SC000022,406,Couverture Mohair Chin??e  Taille 150x150  Coloris Ecru,165.05,EUR,22-09-2008 09:53
4926,HP0991            00400L         X,SC000026,406,Plaid Uni  Taille 130x170  Coloris Ecru,66.74,EUR,15-04-2019 01:19
4927,HP0991            00400R         X,SC000026,406,Plaid Uni  Taille 130x170  Coloris Safran,66.74,EUR,22-11-2007 16:48
4928,HP0991            00400U         X,SC000026,406,Plaid Uni  Taille 130x170  Coloris Anis,66.74,EUR,03-10-2011 10:17
4929,HP0991            00500R         X,SC000026,406,Plaid Uni  Taille 180x260  Coloris Safran,107.4,EUR,24-03-2013 14:42
4930,HP0991            00500S         X,SC000026,406,Plaid Uni  Taille 180x260  Coloris Framboise,107.4,EUR,18-05-2016 08:35
4931,HP0991            00500U         X,SC000026,406,Plaid Uni  Taille 180x260  Coloris Anis,107.4,EUR,10-09-2009 05:28
4933,HT0664            00D001         X,SC000026,406,Tapis Indo Gabbeh B  Dimensions 090x060  Couleur Chin?? noir/gris,81.33,EUR,31-01-2013 12:30
4934,HT0664            00D002         X,SC000026,406,Tapis Indo Gabbeh B  Dimensions 090x060  Couleur Chrin?? bleu/gris,81.33,EUR,05-09-2007 06:49
4936,J7898M                           X,SC000033,406,Montre Lina Pink,57.41,EUR,14-02-2010 03:21
4938,HNC761                           X,SC000035,406,M??nag??re 24 pi??ces Inox,50.23,EUR,31-05-2018 22:32
4941,HLM001            001            X,SC000036,406,Matelas Sleepwell Latex  Dimensions 090x190,256.54,EUR,05-09-2013 21:28
4942,HLM001            002            X,SC000036,406,Matelas Sleepwell Latex  Dimensions 140x190,316.34,EUR,03-12-2014 08:52
